key,allPercentageChange,opioidPercentageChange,heroinPercentageChange,stimulantPercentageChange,fentanylPercentageChange,methamphetaminePercentageChange,cocainePercentageChange,benzoPercentageChange,allIsSignificant,opioidIsSignificant,heroinIsSignificant,stimulantIsSignificant,fentanylIsSignificant,methamphetamineIsSignificant,cocaineIsSignificant,benzoIsSignificant,allSignificance,opioidSignificance,heroinSignificance,stimulantSignificance,fentanylSignificance,methamphetamineSignificance,cocaineSignificance,benzoSignificance,state,geo,startYear,startMonth,endYear,endMonth,gender,ageRange,jurisdiction_count,comparisonType
US|2018|1|all|all:US|2018|2|all|all,3.13,5.03,4.84,13.8,-15.7,17.64,12.81,-0.82,true,true,true,true,false,true,true,false,Significant Increase,Significant Increase,Significant Increase,Significant Increase,No Significant Change,Significant Increase,Significant Increase,No Significant Change,US,US-US,2018,1,2018,2,all,all,37,1Month2MonthUS
US|2018|2|all|all:US|2018|3|all|all,7.26,7.91,4.98,11.41,29.23,6.16,15.97,5.02,true,true,true,true,false,false,true,false,Significant Increase,Significant Increase,Significant Increase,Significant Increase,No Significant Change,No Significant Change,Significant Increase,No Significant Change,US,US-US,2018,2,2018,3,all,all,37,1Month2MonthUS
US|2018|3|all|all:US|2018|4|all|all,1.45,1.88,1.32,0.03,-4.84,0.08,-0.67,1.66,true,false,false,false,false,false,false,false,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2018,3,2018,4,all,all,38,1Month2MonthUS
US|2018|4|all|all:US|2018|5|all|all,5.23,8.57,10.86,5.32,10.2,6.47,3.62,5.84,true,true,true,false,false,false,false,false,Significant Increase,Significant Increase,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2018,4,2018,5,all,all,38,1Month2MonthUS
US|2018|5|all|all:US|2018|6|all|all,4.65,10.87,11.06,6.65,12.17,4.79,10.65,12.22,true,true,true,true,false,false,true,true,Significant Increase,Significant Increase,Significant Increase,Significant Increase,No Significant Change,No Significant Change,Significant Increase,Significant Increase,US,US-US,2018,5,2018,6,all,all,38,1Month2MonthUS
US|2018|6|all|all:US|2018|7|all|all,-0.57,-4.76,-5.06,0.48,-2.74,7.94,-9.57,-3.54,false,true,true,false,false,false,true,false,No Significant Change,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,US,US-US,2018,6,2018,7,all,all,38,1Month2MonthUS
US|2018|7|all|all:US|2018|8|all|all,2.2,1.81,0.12,3.37,9.94,3.3,1.56,0.62,true,false,false,false,false,false,false,false,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2018,7,2018,8,all,all,38,1Month2MonthUS
US|2018|8|all|all:US|2018|9|all|all,-4.68,-7.28,-8.71,-7.45,-3.88,-8.14,-7.53,-6.66,true,true,true,true,false,false,false,false,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2018,8,2018,9,all,all,38,1Month2MonthUS
US|2018|9|all|all:US|2018|10|all|all,-2.9,-1.96,-6.56,-6.81,-4.05,-10.12,-2.49,0.01,true,false,true,true,false,true,false,false,Significant Decrease,No Significant Change,Significant Decrease,Significant Decrease,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,US,US-US,2018,9,2018,10,all,all,38,1Month2MonthUS
US|2018|10|all|all:US|2018|11|all|all,-0.84,-2.02,-4.53,-3.04,13.08,-0.9,-8.46,-5.17,false,false,true,false,false,false,false,false,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2018,10,2018,11,all,all,38,1Month2MonthUS
US|2018|11|all|all:US|2018|12|all|all,-5.86,-4.36,-5.49,-1.32,6.15,-2.01,1.23,-3.16,true,true,true,false,false,false,false,false,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2018,11,2018,12,all,all,38,1Month2MonthUS
US|2018|12|all|all:US|2019|1|all|all,-1.57,-3.56,-5.85,-3.34,-17.29,-0.63,-5.58,-1.96,true,true,true,false,false,false,false,false,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2018,12,2019,1,all,all,38,1Month2MonthUS
US|2019|1|all|all:US|2019|2|all|all,0.89,4.16,2.63,9.68,12.42,5.64,14.35,-1.19,false,true,false,true,false,false,true,false,No Significant Change,Significant Increase,No Significant Change,Significant Increase,No Significant Change,No Significant Change,Significant Increase,No Significant Change,US,US-US,2019,1,2019,2,all,all,38,1Month2MonthUS
US|2019|2|all|all:US|2019|3|all|all,1.92,4.74,4.77,6.66,16.8,7.76,2.46,2.18,true,true,true,true,false,false,false,false,Significant Increase,Significant Increase,Significant Increase,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2019,2,2019,3,all,all,38,1Month2MonthUS
US|2019|3|all|all:US|2019|4|all|all,4.84,4.55,6.96,5.32,-5.22,10.12,4.78,-3.14,true,true,true,false,false,true,false,false,Significant Increase,Significant Increase,Significant Increase,No Significant Change,No Significant Change,Significant Increase,No Significant Change,No Significant Change,US,US-US,2019,3,2019,4,all,all,40,1Month2MonthUS
US|2019|4|all|all:US|2019|5|all|all,4.1,4.89,3.93,0.64,16.4,-2.89,2.15,8.02,true,true,true,false,false,false,false,true,Significant Increase,Significant Increase,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,Significant Increase,US,US-US,2019,4,2019,5,all,all,40,1Month2MonthUS
US|2019|5|all|all:US|2019|6|all|all,3.95,7.06,8.23,10.76,11.36,13.32,14.15,3.16,true,true,true,true,false,true,true,false,Significant Increase,Significant Increase,Significant Increase,Significant Increase,No Significant Change,Significant Increase,Significant Increase,No Significant Change,US,US-US,2019,5,2019,6,all,all,41,1Month2MonthUS
US|2019|6|all|all:US|2019|7|all|all,-1.03,-0.79,-3.93,-5.92,-0.62,-1.58,-9.98,-2.56,false,false,true,true,false,false,true,false,No Significant Change,No Significant Change,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,US,US-US,2019,6,2019,7,all,all,41,1Month2MonthUS
US|2019|7|all|all:US|2019|8|all|all,2.9,4.74,4.37,3.24,4.39,-4.09,2.22,-0.18,true,true,true,false,false,false,false,false,Significant Increase,Significant Increase,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2019,7,2019,8,all,all,42,1Month2MonthUS
US|2019|8|all|all:US|2019|9|all|all,-4.59,-6.97,-8.22,-5.41,4.78,-3.98,-5.95,1.48,true,true,true,true,false,false,false,false,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2019,8,2019,9,all,all,42,1Month2MonthUS
US|2019|9|all|all:US|2019|10|all|all,-0.4,1.58,-1.99,-2.34,14.76,-3.37,0.91,-5.49,false,false,false,false,false,false,false,false,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2019,9,2019,10,all,all,42,1Month2MonthUS
US|2019|10|all|all:US|2019|11|all|all,-2.1,-2.74,-5.15,-4.21,-6.56,-1.66,-7.93,-4.52,true,true,true,false,false,false,false,false,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2019,10,2019,11,all,all,42,1Month2MonthUS
US|2019|11|all|all:US|2019|12|all|all,-6.2,-6.13,-7.99,-0.04,-2.7,1.39,0.12,-3.14,true,true,true,false,false,false,false,false,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2019,11,2019,12,all,all,42,1Month2MonthUS
US|2019|12|all|all:US|2020|1|all|all,1.52,0.46,-1.24,-3.51,0.59,-3.47,-4.02,-0.94,true,false,false,false,false,false,false,false,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2019,12,2020,1,all,all,42,1Month2MonthUS
US|2020|1|all|all:US|2020|2|all|all,5.59,7.77,5.5,10.37,24.05,5.49,11.97,7.59,true,true,true,true,true,false,true,true,Significant Increase,Significant Increase,Significant Increase,Significant Increase,Significant Increase,No Significant Change,Significant Increase,Significant Increase,US,US-US,2020,1,2020,2,all,all,42,1Month2MonthUS
US|2020|2|all|all:US|2020|3|all|all,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,US,US-US,2020,2,2020,3,all,all,42,1Month2MonthUS
US|2020|3|all|all:US|2020|4|all|all,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,US,US-US,2020,3,2020,4,all,all,42,1Month2MonthUS
US|2020|4|all|all:US|2020|5|all|all,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,US,US-US,2020,4,2020,5,all,all,42,1Month2MonthUS
US|2020|5|all|all:US|2020|6|all|all,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,US,US-US,2020,5,2020,6,all,all,42,1Month2MonthUS
US|2020|6|all|all:US|2020|7|all|all,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,US,US-US,2020,6,2020,7,all,all,42,1Month2MonthUS
US|2020|7|all|all:US|2020|8|all|all,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,US,US-US,2020,7,2020,8,all,all,42,1Month2MonthUS
US|2020|8|all|all:US|2020|9|all|all,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,US,US-US,2020,8,2020,9,all,all,42,1Month2MonthUS
US|2020|9|all|all:US|2020|10|all|all,-5.3,-9.0,-9.92,-7.99,140.78,-7.05,-10.57,-0.45,true,true,true,true,true,false,true,false,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,Significant Increase,No Significant Change,Significant Decrease,No Significant Change,US,US-US,2020,9,2020,10,all,all,42,1Month2MonthUS
US|2020|10|all|all:US|2020|11|all|all,-2.61,-1.92,-2.28,-5.15,7.76,-4.46,-8.58,-4.83,true,false,false,true,false,false,true,false,Significant Decrease,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,US,US-US,2020,10,2020,11,all,all,42,1Month2MonthUS
US|2020|11|all|all:US|2020|12|all|all,-0.07,4.26,2.47,-0.41,7.03,8.76,-3.65,3.61,false,true,false,false,false,false,false,false,No Significant Change,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2020,11,2020,12,all,all,42,1Month2MonthUS
US|2020|12|all|all:US|2021|1|all|all,3.44,2.65,1.11,13.1,3.85,6.43,21.78,1.28,true,true,false,true,false,false,true,false,Significant Increase,Significant Increase,No Significant Change,Significant Increase,No Significant Change,No Significant Change,Significant Increase,No Significant Change,US,US-US,2020,12,2021,1,all,all,42,1Month2MonthUS
US|2021|1|all|all:US|2021|2|all|all,5.03,1.48,-1.57,5.73,7.51,1.47,11.13,0.94,true,false,false,true,false,false,true,false,Significant Increase,No Significant Change,No Significant Change,Significant Increase,No Significant Change,No Significant Change,Significant Increase,No Significant Change,US,US-US,2021,1,2021,2,all,all,43,1Month2MonthUS
US|2021|2|all|all:US|2021|3|all|all,2.06,7.08,6.36,7.59,12.3,9.41,4.68,-1.66,true,true,true,true,true,true,false,false,Significant Increase,Significant Increase,Significant Increase,Significant Increase,Significant Increase,Significant Increase,No Significant Change,No Significant Change,US,US-US,2021,2,2021,3,all,all,43,1Month2MonthUS
US|2021|3|all|all:US|2021|4|all|all,-3.11,-4.59,-7.02,-3.52,-3.59,-4.86,-1.48,-2.04,true,true,true,false,false,false,false,false,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2021,3,2021,4,all,all,43,1Month2MonthUS
US|2021|4|all|all:US|2021|5|all|all,-3.37,-4.63,-8.17,-11.48,1.8,-16.3,-10.37,-5.19,true,true,true,true,false,true,true,false,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,Significant Decrease,Significant Decrease,No Significant Change,US,US-US,2021,4,2021,5,all,all,43,1Month2MonthUS
US|2021|5|all|all:US|2021|6|all|all,-2.97,-0.62,0.4,-3.55,-1.0,-1.08,-0.99,-9.02,true,false,false,false,false,false,false,true,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,Significant Decrease,US,US-US,2021,5,2021,6,all,all,43,1Month2MonthUS
US|2021|6|all|all:US|2021|7|all|all,-4.53,-3.5,-5.9,-7.44,-1.1,-14.2,-7.53,-9.01,true,true,true,true,false,true,true,true,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,Significant Decrease,Significant Decrease,Significant Decrease,US,US-US,2021,6,2021,7,all,all,43,1Month2MonthUS
US|2021|7|all|all:US|2021|8|all|all,-6.75,-9.83,-11.24,-9.08,0.91,-6.62,-7.81,-6.15,true,true,true,true,false,false,true,false,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,US,US-US,2021,7,2021,8,all,all,43,1Month2MonthUS
US|2021|8|all|all:US|2021|9|all|all,4.83,6.79,2.8,-2.53,5.39,-2.95,-5.16,-4.45,true,true,false,false,false,false,false,false,Significant Increase,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2021,8,2021,9,all,all,43,1Month2MonthUS
US|2021|9|all|all:US|2021|10|all|all,1.77,-0.75,-5.62,3.49,4.96,3.53,10.46,7.14,true,false,true,false,false,false,true,false,Significant Increase,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,Significant Increase,No Significant Change,US,US-US,2021,9,2021,10,all,all,43,1Month2MonthUS
US|2021|10|all|all:US|2021|11|all|all,-6.46,-7.73,-12.75,-10.07,-6.86,-13.91,-9.79,-14.17,true,true,true,true,true,true,true,true,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,US,US-US,2021,10,2021,11,all,all,43,1Month2MonthUS
US|2021|11|all|all:US|2021|12|all|all,-9.35,-5.43,-6.59,-7.52,1.15,-1.92,-6.28,-1.99,true,true,true,true,false,false,false,false,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2021,11,2021,12,all,all,43,1Month2MonthUS
US|2021|12|all|all:US|2022|1|all|all,0.91,-0.8,-7.82,-1.61,0.94,-3.05,-3.64,-0.94,false,false,true,false,false,false,false,false,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2021,12,2022,1,all,all,43,1Month2MonthUS
US|2022|1|all|all:US|2022|2|all|all,21.84,18.81,18.66,30.77,22.03,25.68,39.28,15.25,true,true,true,true,true,true,true,true,Significant Increase,Significant Increase,Significant Increase,Significant Increase,Significant Increase,Significant Increase,Significant Increase,Significant Increase,US,US-US,2022,1,2022,2,all,all,43,1Month2MonthUS
US|2022|2|all|all:US|2022|3|all|all,-4.24,-3.4,-5.01,-0.47,-5.19,-3.75,-3.93,-6.35,true,true,true,false,false,false,false,false,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2022,2,2022,3,all,all,43,1Month2MonthUS
US|2022|3|all|all:US|2022|4|all|all,-3.59,-3.33,-12.4,-4.57,9.22,-7.49,-3.28,-3.23,true,true,true,false,true,false,false,false,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,Significant Increase,No Significant Change,No Significant Change,No Significant Change,US,US-US,2022,3,2022,4,all,all,43,1Month2MonthUS
US|2022|4|all|all:US|2022|5|all|all,-4.89,-6.39,-7.8,-6.68,-3.61,-5.57,-8.47,-0.66,true,true,true,true,false,false,true,false,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,US,US-US,2022,4,2022,5,all,all,43,1Month2MonthUS
US|2022|5|all|all:US|2022|6|all|all,1.02,5.1,4.57,1.44,5.88,3.39,0.11,-2.16,false,true,false,false,false,false,false,false,No Significant Change,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2022,5,2022,6,all,all,43,1Month2MonthUS
US|2022|6|all|all:US|2022|7|all|all,3.12,5.61,2.37,-1.39,9.41,1.87,-2.03,1.75,true,true,false,false,true,false,false,false,Significant Increase,Significant Increase,No Significant Change,No Significant Change,Significant Increase,No Significant Change,No Significant Change,No Significant Change,US,US-US,2022,6,2022,7,all,all,43,1Month2MonthUS
US|2022|7|all|all:US|2022|8|all|all,-2.32,-3.58,-4.72,0.7,-0.09,0.67,1.38,-7.31,true,true,false,false,false,false,false,false,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2022,7,2022,8,all,all,43,1Month2MonthUS
US|2022|8|all|all:US|2022|9|all|all,-0.37,-1.9,-9.35,-5.19,-0.53,-7.74,-5.47,-1.29,false,false,true,true,false,false,false,false,No Significant Change,No Significant Change,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2022,8,2022,9,all,all,43,1Month2MonthUS
US|2022|9|all|all:US|2022|10|all|all,-6.73,-8.32,-16.12,-6.8,-3.67,11.65,-0.46,-0.49,true,true,true,true,false,true,false,false,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,Significant Increase,No Significant Change,No Significant Change,US,US-US,2022,9,2022,10,all,all,43,1Month2MonthUS
US|2022|10|all|all:US|2022|11|all|all,-7.65,-7.22,-9.38,-5.75,-7.44,-6.11,-6.36,-16.34,true,true,true,true,true,false,false,true,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,Significant Decrease,US,US-US,2022,10,2022,11,all,all,43,1Month2MonthUS
US|2022|11|all|all:US|2022|12|all|all,4.68,7.83,1.52,2.04,8.62,-0.69,3.85,1.7,true,true,false,false,true,false,false,false,Significant Increase,Significant Increase,No Significant Change,No Significant Change,Significant Increase,No Significant Change,No Significant Change,No Significant Change,US,US-US,2022,11,2022,12,all,all,43,1Month2MonthUS
US|2022|12|all|all:US|2023|1|all|all,7.45,3.43,0.56,8.17,13.55,13.23,4.6,9.74,true,true,false,true,true,true,false,true,Significant Increase,Significant Increase,No Significant Change,Significant Increase,Significant Increase,Significant Increase,No Significant Change,Significant Increase,US,US-US,2022,12,2023,1,all,all,43,1Month2MonthUS
US|2023|1|all|all:US|2023|2|all|all,1.31,-0.66,-7.28,3.19,2.18,5.56,3.29,-0.0,true,false,true,false,false,false,false,false,Significant Increase,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2023,1,2023,2,all,all,43,1Month2MonthUS
US|2023|2|all|all:US|2023|3|all|all,0.43,2.38,-4.25,3.26,5.9,-2.52,6.18,3.44,false,true,false,false,true,false,false,false,No Significant Change,Significant Increase,No Significant Change,No Significant Change,Significant Increase,No Significant Change,No Significant Change,No Significant Change,US,US-US,2023,2,2023,3,all,all,43,1Month2MonthUS
US|2023|3|all|all:US|2023|4|all|all,2.5,3.18,2.59,-0.61,0.24,0.47,0.58,1.11,true,true,false,false,false,false,false,false,Significant Increase,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2023,3,2023,4,all,all,43,1Month2MonthUS
US|2023|4|all|all:US|2023|5|all|all,-0.86,-1.58,-8.79,1.64,4.32,-1.7,2.24,0.32,false,false,true,false,false,false,false,false,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2023,4,2023,5,all,all,43,1Month2MonthUS
US|2023|5|all|all:US|2023|6|all|all,-0.58,2.53,6.37,0.78,2.92,3.89,0.11,-0.15,false,true,false,false,false,false,false,false,No Significant Change,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2023,5,2023,6,all,all,43,1Month2MonthUS
US|2023|6|all|all:US|2023|7|all|all,1.67,-0.21,-3.24,2.2,1.34,-2.01,4.7,0.23,true,false,false,false,false,false,false,false,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2023,6,2023,7,all,all,43,1Month2MonthUS
US|2023|7|all|all:US|2023|8|all|all,-4.24,-3.56,-7.61,-7.58,-2.15,-7.57,-8.41,-5.88,true,true,true,true,false,false,true,false,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,US,US-US,2023,7,2023,8,all,all,43,1Month2MonthUS
US|2023|8|all|all:US|2023|9|all|all,-3.04,-5.69,-12.42,-9.27,-5.55,-16.78,-4.79,-5.59,true,true,true,true,true,true,false,false,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,US,US-US,2023,8,2023,9,all,all,43,1Month2MonthUS
US|2023|9|all|all:US|2023|10|all|all,-3.18,-3.63,-11.24,-2.79,-0.37,-3.42,-1.15,-3.29,true,true,true,false,false,false,false,false,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2023,9,2023,10,all,all,43,1Month2MonthUS
US|2023|10|all|all:US|2023|11|all|all,-6.63,-7.62,-8.0,-3.08,-8.23,1.39,-7.68,-9.59,true,true,true,false,true,false,false,true,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,Significant Decrease,US,US-US,2023,10,2023,11,all,all,43,1Month2MonthUS
US|2023|11|all|all:US|2023|12|all|all,-7.85,-7.26,-13.0,-8.97,-5.73,-9.56,-4.5,1.97,true,true,true,true,true,true,false,false,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,US,US-US,2023,11,2023,12,all,all,43,1Month2MonthUS
US|2023|12|all|all:US|2024|1|all|all,2.77,-1.95,-15.07,1.65,-2.75,1.9,-2.9,-2.38,true,false,true,false,false,false,false,false,Significant Increase,No Significant Change,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2023,12,2024,1,all,all,41,1Month2MonthUS
US|2024|1|all|all:US|2024|2|all|all,1.76,-0.95,2.85,1.94,0.98,-3.18,5.3,-6.19,true,false,false,false,false,false,false,false,Significant Increase,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,No Significant Change,US,US-US,2024,1,2024,2,all,all,42,1Month2MonthUS
US|2024|2|all|all:US|2024|3|all|all,3.13,6.7,6.22,5.73,10.25,9.0,4.08,16.94,true,true,false,false,true,false,false,true,Significant Increase,Significant Increase,No Significant Change,No Significant Change,Significant Increase,No Significant Change,No Significant Change,Significant Increase,US,US-US,2024,2,2024,3,all,all,40,1Month2MonthUS
US|2018|1|all|all:US|2019|1|all|all,6.88,10.87,-4.71,17.83,30.18,23.22,8.89,3.5,true,true,true,true,false,true,false,false,Significant Increase,Significant Increase,Significant Decrease,Significant Increase,No Significant Change,Significant Increase,No Significant Change,No Significant Change,US,US-US,2018,1,2019,1,all,all,36,2Year2YearSameMonthUS
US|2018|2|all|all:US|2019|2|all|all,4.87,11.04,-5.68,13.92,64.87,11.69,8.96,2.67,true,true,true,true,true,true,false,false,Significant Increase,Significant Increase,Significant Decrease,Significant Increase,Significant Increase,Significant Increase,No Significant Change,No Significant Change,US,US-US,2018,2,2019,2,all,all,36,2Year2YearSameMonthUS
US|2018|3|all|all:US|2019|3|all|all,-0.2,7.38,-6.51,9.48,45.44,13.29,-3.1,0.39,false,true,true,true,true,true,false,false,No Significant Change,Significant Increase,Significant Decrease,Significant Increase,Significant Increase,Significant Increase,No Significant Change,No Significant Change,US,US-US,2018,3,2019,3,all,all,38,2Year2YearSameMonthUS
US|2018|4|all|all:US|2019|4|all|all,3.08,10.64,-0.78,15.23,46.85,24.1,1.86,-3.46,true,true,false,true,true,true,false,false,Significant Increase,Significant Increase,No Significant Change,Significant Increase,Significant Increase,Significant Increase,No Significant Change,No Significant Change,US,US-US,2018,4,2019,4,all,all,38,2Year2YearSameMonthUS
US|2018|5|all|all:US|2019|5|all|all,2.17,7.21,-6.69,9.26,56.76,12.64,-0.15,-2.79,true,true,true,true,true,true,false,false,Significant Increase,Significant Increase,Significant Decrease,Significant Increase,Significant Increase,Significant Increase,No Significant Change,No Significant Change,US,US-US,2018,5,2019,5,all,all,38,2Year2YearSameMonthUS
US|2018|6|all|all:US|2019|6|all|all,1.64,3.49,-9.15,14.97,57.77,22.73,3.86,-10.34,true,true,true,true,true,true,false,true,Significant Increase,Significant Increase,Significant Decrease,Significant Increase,Significant Increase,Significant Increase,No Significant Change,Significant Decrease,US,US-US,2018,6,2019,6,all,all,38,2Year2YearSameMonthUS
