geoid,year,month,rate_time,jurisdiction_count,race_ethnicity,drug_rate,drug_pct,opioid_rate,opioid_pct,fentanyl_rate,fentanyl_pct,heroin_rate,heroin_pct,stimulant_rate,stimulant_pct,cocaine_rate,cocaine_pct,methamphetamine_rate,methamphetamine_pct,benzodiazepine_rate,benzodiazepine_pct
US,2025,7,Annual,39,"NHOPI, NH",36.1,0.2,10,0.2,3,0.3,9999,0,2,0.2,9999,0.1,1.2,0.3,9999,0.1
US,2025,7,Annual,39,"White, NH",56.3,55.6,15.5,56.1,2.6,59,1.1,46.2,2.5,49.6,0.9,36.7,1,63.4,1.5,69.5
US,2025,8,Annual,39,"AIAN, NH",83.2,1.1,28.8,1.5,8.4,2.7,0.7,0.4,4.1,1.2,0.9,0.5,2.3,2,0.9,0.6
US,2025,8,Annual,39,"Asian, NH",35.2,1,4.1,0.4,0.8,0.5,0.2,0.2,1.1,0.7,0.4,0.5,0.3,0.5,0.5,0.8
US,2025,8,Annual,39,"Black, NH",52.2,18.8,15.8,20.9,1.8,14.6,2.1,33.1,3,21.9,2.1,32.1,0.5,11.3,0.5,8.3
US,2025,8,Annual,39,Hispanic,43.5,12.8,10.5,11.4,1.9,13.1,0.8,9.9,2.6,15.8,1.5,18.9,0.7,12.5,0.8,12.1
US,2025,8,Annual,39,Missing,60.6,7.5,15,6.8,2.5,7.2,1.3,7,3.1,7.9,1.6,8.7,0.9,7.3,1.1,6.4
US,2025,8,Annual,39,"Multiple/Other, NH",57.4,3.1,14.4,2.8,2.4,3,1.2,2.8,2.5,2.7,1.1,2.6,0.8,2.8,1,2.7
US,2025,8,Annual,39,"NHOPI, NH",36.6,0.2,10,0.2,2.8,0.3,9999,0,2,0.2,9999,0.1,1.3,0.4,9999,0.1
US,2025,8,Annual,39,"White, NH",56,55.6,15.4,56.1,2.6,58.7,1,46.5,2.4,49.6,0.8,36.6,1,63.2,1.4,68.9
US,2025,9,Annual,39,"AIAN, NH",83.8,1.2,28.8,1.5,8.4,2.7,0.6,0.4,4.3,1.2,0.8,0.5,2.4,2.1,0.9,0.6
US,2025,9,Annual,39,"Asian, NH",35.6,1,4,0.4,0.7,0.5,0.1,0.2,1.2,0.7,0.5,0.6,0.3,0.6,0.5,0.8
US,2025,9,Annual,39,"Black, NH",51.9,18.7,15.6,20.8,1.7,14.6,2,33.3,2.9,21.6,2,31.7,0.5,11.3,0.5,8.5
US,2025,9,Annual,39,Hispanic,43.4,12.8,10.5,11.4,1.9,13.2,0.7,9.9,2.6,15.7,1.5,18.8,0.7,12.3,0.8,12
US,2025,9,Annual,39,Missing,61,7.5,15,6.9,2.5,7.3,1.3,7.3,3.1,8,1.6,8.8,0.9,7.4,1,6.3
US,2025,9,Annual,39,"Multiple/Other, NH",57.1,3,14.1,2.8,2.4,2.9,1.1,2.7,2.5,2.7,1.1,2.7,0.8,2.8,1,2.7
US,2025,9,Annual,39,"NHOPI, NH",35.7,0.2,9.7,0.2,2.8,0.3,9999,0,2.2,0.2,9999,0.1,1.4,0.4,9999,0.1
US,2025,9,Annual,39,"White, NH",55.8,55.6,15.2,56,2.5,58.5,1,46.3,2.4,49.8,0.8,37,1,63.3,1.4,69.1
US,2025,10,Annual,38,"AIAN, NH",84.1,1.2,28.9,1.5,8.5,2.8,0.6,0.4,4.5,1.3,0.9,0.5,2.6,2.3,0.9,0.6
US,2025,10,Annual,38,"Asian, NH",36,1.1,3.9,0.4,0.7,0.5,0.1,0.2,1.3,0.8,0.5,0.6,0.3,0.6,0.5,0.8
US,2025,10,Annual,38,"Black, NH",51.8,18.8,15.5,20.9,1.7,14.8,2,33.8,2.9,21.6,2,31.8,0.5,11,0.5,8.3
US,2025,10,Annual,38,Hispanic,43.5,12.8,10.4,11.5,1.9,13.3,0.7,9.9,2.6,15.8,1.5,18.8,0.7,12.4,0.8,12.1
US,2025,10,Annual,38,Missing,61,7.5,14.9,6.9,2.5,7.2,1.3,7.3,3.1,7.9,1.6,8.7,0.9,7.3,1,6.4
US,2025,10,Annual,38,"Multiple/Other, NH",57.3,3,14,2.8,2.3,2.9,1.1,2.7,2.5,2.7,1.1,2.6,0.8,2.8,1,2.6
US,2025,10,Annual,38,"NHOPI, NH",36,0.2,9.7,0.2,2.8,0.3,9999,0,2.3,0.2,9999,0.1,1.4,0.4,9999,0.1
US,2025,10,Annual,38,"White, NH",55.8,55.4,15,55.8,2.5,58.2,1,45.6,2.4,49.7,0.8,36.8,1,63.1,1.4,69.1
US,2023,1,Monthly,38,"AIAN, NH",96.7,1.2,36.2,1.3,9999,9999,9999,9999,6,1.4,9999,9999,9999,9999,9999,9999
US,2023,1,Monthly,38,"Asian, NH",42,0.8,5.7,0.3,9999,9999,9999,9999,9999,0.4,9999,9999,9999,9999,9999,9999
US,2023,1,Monthly,38,"Black, NH",68.3,17.9,25,20,9999,9999,9999,9999,4.6,23.2,9999,9999,9999,9999,9999,9999
US,2023,1,Monthly,38,Hispanic,57.7,10.9,17.7,10.2,9999,9999,9999,9999,3.3,11.9,9999,9999,9999,9999,9999,9999
US,2023,1,Monthly,38,Missing,71.8,6.6,19.8,5.5,9999,9999,9999,9999,3.5,6.2,9999,9999,9999,9999,9999,9999
US,2023,1,Monthly,38,"Multiple/Other, NH",74.6,3,22.5,2.7,9999,9999,9999,9999,4.4,3.3,9999,9999,9999,9999,9999,9999
US,2023,1,Monthly,38,"NHOPI, NH",57.5,0.2,14.2,0.2,9999,9999,9999,9999,9999,0.1,9999,9999,9999,9999,9999,9999
US,2023,1,Monthly,38,"White, NH",75,59.5,24.6,59.7,9999,9999,9999,9999,3.5,53.4,9999,9999,9999,9999,9999,9999
US,2023,2,Monthly,38,"AIAN, NH",107.1,1.3,32.4,1.2,9999,9999,9999,9999,8.1,1.8,9999,9999,9999,9999,9999,9999
US,2023,2,Monthly,38,"Asian, NH",41.7,0.8,7.9,0.5,9999,9999,9999,9999,2.3,0.9,9999,9999,9999,9999,9999,9999
US,2023,2,Monthly,38,"Black, NH",68.5,18,24.4,20,9999,9999,9999,9999,4.5,22.6,9999,9999,9999,9999,9999,9999
US,2023,2,Monthly,38,Hispanic,57.2,10.8,17.8,10.4,9999,9999,9999,9999,3.4,12.3,9999,9999,9999,9999,9999,9999
US,2023,2,Monthly,38,Missing,72.6,6.7,19.4,5.6,9999,9999,9999,9999,3.4,6,9999,9999,9999,9999,9999,9999
US,2023,2,Monthly,38,"Multiple/Other, NH",75.7,3,21.5,2.6,9999,9999,9999,9999,4.1,3.1,9999,9999,9999,9999,9999,9999
US,2023,2,Monthly,38,"NHOPI, NH",59.8,0.2,21,0.2,9999,9999,9999,9999,9999,0.2,9999,9999,9999,9999,9999,9999
US,2023,2,Monthly,38,"White, NH",75.9,59.3,24.4,59.4,9999,9999,9999,9999,3.6,53.1,9999,9999,9999,9999,9999,9999
US,2023,3,Monthly,38,"AIAN, NH",104.6,1.2,38.4,1.4,9999,9999,9999,9999,7.7,1.7,9999,9999,9999,9999,9999,9999
US,2023,3,Monthly,38,"Asian, NH",40.9,0.8,6,0.4,9999,9999,9999,9999,9999,0.7,9999,9999,9999,9999,9999,9999
US,2023,3,Monthly,38,"Black, NH",69.2,18.2,24.6,19.7,9999,9999,9999,9999,4.7,22.5,9999,9999,9999,9999,9999,9999
US,2023,3,Monthly,38,Hispanic,57.4,11,17.8,10.3,9999,9999,9999,9999,3.6,12.5,9999,9999,9999,9999,9999,9999
US,2023,3,Monthly,38,Missing,74.1,6.5,20.3,5.4,9999,9999,9999,9999,3.3,5.3,9999,9999,9999,9999,9999,9999
US,2023,3,Monthly,38,"Multiple/Other, NH",72.6,2.9,23.9,2.9,9999,9999,9999,9999,4.6,3.3,9999,9999,9999,9999,9999,9999
US,2023,3,Monthly,38,"NHOPI, NH",48,0.2,14.5,0.1,9999,9999,9999,9999,9999,0.3,9999,9999,9999,9999,9999,9999
US,2023,3,Monthly,38,"White, NH",76.4,59.3,25.3,59.8,9999,9999,9999,9999,3.8,53.8,9999,9999,9999,9999,9999,9999
US,2023,4,Monthly,38,"AIAN, NH",108,1.3,41.2,1.4,9999,9999,9999,9999,7,1.5,9999,9999,9999,9999,9999,9999
US,2023,4,Monthly,38,"Asian, NH",44.7,0.9,8.2,0.5,9999,9999,9999,9999,9999,0.5,9999,9999,9999,9999,9999,9999
US,2023,4,Monthly,38,"Black, NH",71.3,18.3,26.2,20.5,9999,9999,9999,9999,4.8,23.3,9999,9999,9999,9999,9999,9999
US,2023,4,Monthly,38,Hispanic,59.7,10.8,19.2,10.6,9999,9999,9999,9999,3.4,11.7,9999,9999,9999,9999,9999,9999
US,2023,4,Monthly,38,Missing,77.6,6.7,21.4,5.6,9999,9999,9999,9999,3.6,5.9,9999,9999,9999,9999,9999,9999
US,2023,4,Monthly,38,"Multiple/Other, NH",73.1,2.8,22.3,2.6,9999,9999,9999,9999,3.6,2.6,9999,9999,9999,9999,9999,9999
US,2023,4,Monthly,38,"NHOPI, NH",59.4,0.2,16.1,0.2,9999,9999,9999,9999,9999,0.3,9999,9999,9999,9999,9999,9999
US,2023,4,Monthly,38,"White, NH",78.4,59.1,25.6,58.7,9999,9999,9999,9999,3.8,54.2,9999,9999,9999,9999,9999,9999
US,2023,5,Monthly,38,"AIAN, NH",117.5,1.3,41.8,1.4,9999,9999,9999,9999,8.4,1.8,9999,9999,9999,9999,9999,9999
US,2023,5,Monthly,38,"Asian, NH",50.1,1,6.8,0.4,9999,9999,9999,9999,2.7,1,9999,9999,9999,9999,9999,9999
US,2023,5,Monthly,38,"Black, NH",73.7,19.2,26.7,21,9999,9999,9999,9999,4.8,23.5,9999,9999,9999,9999,9999,9999
US,2023,5,Monthly,38,Hispanic,59.7,10.9,19,10.5,9999,9999,9999,9999,3.3,11.2,9999,9999,9999,9999,9999,9999
US,2023,5,Monthly,38,Missing,77,6.7,21.5,5.6,9999,9999,9999,9999,3.5,5.7,9999,9999,9999,9999,9999,9999
US,2023,5,Monthly,38,"Multiple/Other, NH",74.1,2.9,25.9,3,9999,9999,9999,9999,4.5,3.3,9999,9999,9999,9999,9999,9999
US,2023,5,Monthly,38,"NHOPI, NH",54.3,0.2,16,0.2,9999,9999,9999,9999,9999,0.1,9999,9999,9999,9999,9999,9999
US,2023,5,Monthly,38,"White, NH",75.9,57.8,25.2,57.8,9999,9999,9999,9999,3.8,53.4,9999,9999,9999,9999,9999,9999
US,2023,6,Monthly,38,"AIAN, NH",108.5,1.3,38.2,1.3,9999,9999,9999,9999,6.4,1.3,9999,9999,9999,9999,9999,9999
US,2023,6,Monthly,38,"Asian, NH",45.5,0.9,9,0.5,9999,9999,9999,9999,2,0.7,9999,9999,9999,9999,9999,9999
US,2023,6,Monthly,38,"Black, NH",72.1,18.7,27.8,21.1,9999,9999,9999,9999,4.7,22.4,9999,9999,9999,9999,9999,9999
US,2023,6,Monthly,38,Hispanic,58.9,10.5,19.4,10.1,9999,9999,9999,9999,3.6,11.9,9999,9999,9999,9999,9999,9999
US,2023,6,Monthly,38,Missing,80.9,6.9,23.1,5.8,9999,9999,9999,9999,4,6.2,9999,9999,9999,9999,9999,9999
US,2023,6,Monthly,38,"Multiple/Other, NH",76.4,2.9,27.1,3,9999,9999,9999,9999,4.5,3.1,9999,9999,9999,9999,9999,9999
US,2023,6,Monthly,38,"NHOPI, NH",62,0.2,17.1,0.2,9999,9999,9999,9999,9999,0.3,9999,9999,9999,9999,9999,9999
US,2023,6,Monthly,38,"White, NH",75.8,58.6,25.6,57.9,9999,9999,9999,9999,3.8,54,9999,9999,9999,9999,9999,9999
US,2023,7,Monthly,39,"AIAN, NH",112,1.2,39.6,1.3,9999,9999,9999,9999,7.5,1.4,9999,9999,9999,9999,9999,9999
US,2023,7,Monthly,39,"Asian, NH",39.6,0.8,6.8,0.4,9999,9999,9999,9999,1.9,0.6,9999,9999,9999,9999,9999,9999
US,2023,7,Monthly,39,"Black, NH",71.1,18.4,25.1,20.3,9999,9999,9999,9999,4.7,21,9999,9999,9999,9999,9999,9999
US,2023,7,Monthly,39,Hispanic,57.7,12.3,17.2,11.4,9999,9999,9999,9999,4.4,16.3,9999,9999,9999,9999,9999,9999
US,2023,7,Monthly,39,Missing,73.1,7.4,20.3,6.4,9999,9999,9999,9999,4.4,7.8,9999,9999,9999,9999,9999,9999
US,2023,7,Monthly,39,"Multiple/Other, NH",77.1,3.1,23.8,3,9999,9999,9999,9999,4.9,3.4,9999,9999,9999,9999,9999,9999
US,2023,7,Monthly,39,"NHOPI, NH",52.5,0.2,16,0.2,9999,9999,9999,9999,9999,0.2,9999,9999,9999,9999,9999,9999
US,2023,7,Monthly,39,"White, NH",74.6,56.6,24.1,57,9999,9999,9999,9999,3.7,49.3,9999,9999,9999,9999,9999,9999
US,2023,8,Monthly,39,"AIAN, NH",106.9,1.2,40.3,1.4,9999,9999,9999,9999,6.9,1.4,9999,9999,9999,9999,9999,9999
US,2023,8,Monthly,39,"Asian, NH",42.6,0.9,6.2,0.4,9999,9999,9999,9999,1.8,0.7,9999,9999,9999,9999,9999,9999
US,2023,8,Monthly,39,"Black, NH",65.6,18.2,23.5,20.3,9999,9999,9999,9999,4.7,23.1,9999,9999,9999,9999,9999,9999
US,2023,8,Monthly,39,Hispanic,53.4,12.2,15.2,10.9,9999,9999,9999,9999,3.7,15.2,9999,9999,9999,9999,9999,9999
US,2023,8,Monthly,39,Missing,74.3,7.3,20.6,6.3,9999,9999,9999,9999,4.1,7.1,9999,9999,9999,9999,9999,9999
US,2023,8,Monthly,39,"Multiple/Other, NH",70.9,3,22.4,2.9,9999,9999,9999,9999,4.9,3.7,9999,9999,9999,9999,9999,9999
US,2023,8,Monthly,39,"NHOPI, NH",53.7,0.2,12.8,0.1,9999,9999,9999,9999,9999,0.2,9999,9999,9999,9999,9999,9999
US,2023,8,Monthly,39,"White, NH",72.2,57,23.4,57.5,9999,9999,9999,9999,3.5,48.7,9999,9999,9999,9999,9999,9999
US,2023,9,Monthly,40,"AIAN, NH",96.4,1.1,36.9,1.4,9999,9999,9999,9999,5.6,1.3,9999,9999,9999,9999,9999,9999
US,2023,9,Monthly,40,"Asian, NH",39.3,0.8,4.5,0.3,9999,9999,9999,9999,1.6,0.7,9999,9999,9999,9999,9999,9999
US,2023,9,Monthly,40,"Black, NH",63.4,18.3,22.5,20.6,9999,9999,9999,9999,4.1,22.5,9999,9999,9999,9999,9999,9999
US,2023,9,Monthly,40,Hispanic,52.2,12.3,14.9,11.1,9999,9999,9999,9999,3.2,14.6,9999,9999,9999,9999,9999,9999
US,2023,9,Monthly,40,Missing,70.8,7.6,19.8,6.8,9999,9999,9999,9999,4,8.3,9999,9999,9999,9999,9999,9999
US,2023,9,Monthly,40,"Multiple/Other, NH",65.8,2.8,20.5,2.8,9999,9999,9999,9999,3.5,2.9,9999,9999,9999,9999,9999,9999
US,2023,9,Monthly,40,"NHOPI, NH",44.6,0.2,14.2,0.2,9999,9999,9999,9999,9999,0.3,9999,9999,9999,9999,9999,9999
US,2023,9,Monthly,40,"White, NH",71.1,56.9,22.4,56.9,9999,9999,9999,9999,3.2,49.5,9999,9999,9999,9999,9999,9999
US,2023,10,Monthly,41,"AIAN, NH",98.7,1.2,36.2,1.4,9999,9999,9999,9999,6.5,1.5,9999,9999,9999,9999,9999,9999
US,2023,10,Monthly,41,"Asian, NH",45.2,1,7.6,0.6,9999,9999,9999,9999,2.4,1,9999,9999,9999,9999,9999,9999
US,2023,10,Monthly,41,"Black, NH",61,18.3,21.1,20.4,9999,9999,9999,9999,4,22.3,9999,9999,9999,9999,9999,9999
US,2023,10,Monthly,41,Hispanic,50.9,12.4,14,11,9999,9999,9999,9999,3.5,15.9,9999,9999,9999,9999,9999,9999
US,2023,10,Monthly,41,Missing,67.6,7.4,18.2,6.4,9999,9999,9999,9999,4.1,8.3,9999,9999,9999,9999,9999,9999
US,2023,10,Monthly,41,"Multiple/Other, NH",65.7,2.9,19,2.7,9999,9999,9999,9999,3.2,2.6,9999,9999,9999,9999,9999,9999
US,2023,10,Monthly,41,"NHOPI, NH",51.1,0.2,15.3,0.2,9999,9999,9999,9999,9999,0.1,9999,9999,9999,9999,9999,9999
US,2023,10,Monthly,41,"White, NH",68.5,56.6,21.5,57.2,9999,9999,9999,9999,3.1,48.2,9999,9999,9999,9999,9999,9999
US,2023,11,Monthly,41,"AIAN, NH",96.2,1.3,33.6,1.5,9999,9999,9999,9999,5.7,1.4,9999,9999,9999,9999,9999,9999
US,2023,11,Monthly,41,"Asian, NH",41.2,1,6.2,0.5,9999,9999,9999,9999,2,0.9,9999,9999,9999,9999,9999,9999
US,2023,11,Monthly,41,"Black, NH",56.7,18.3,19.3,20.2,9999,9999,9999,9999,3.6,21.2,9999,9999,9999,9999,9999,9999
US,2023,11,Monthly,41,Hispanic,46,12.3,12.6,11,9999,9999,9999,9999,3.1,15.5,9999,9999,9999,9999,9999,9999
US,2023,11,Monthly,41,Missing,63.2,7.1,17.1,6.3,9999,9999,9999,9999,3.5,7.2,9999,9999,9999,9999,9999,9999
US,2023,11,Monthly,41,"Multiple/Other, NH",59.9,2.9,16.4,2.6,9999,9999,9999,9999,3.9,3.4,9999,9999,9999,9999,9999,9999
US,2023,11,Monthly,41,"NHOPI, NH",46.2,0.2,13.6,0.2,9999,9999,9999,9999,9999,0.3,9999,9999,9999,9999,9999,9999
US,2023,11,Monthly,41,"White, NH",64.9,56.9,20.2,57.8,9999,9999,9999,9999,3.1,50,9999,9999,9999,9999,9999,9999
US,2023,12,Monthly,42,"AIAN, NH",82.9,1.1,29.6,1.3,9999,9999,9999,9999,6.2,1.6,9999,9999,9999,9999,9999,9999
US,2023,12,Monthly,42,"Asian, NH",34.4,0.9,5.2,0.5,9999,9999,9999,9999,9999,0.4,9999,9999,9999,9999,9999,9999
US,2023,12,Monthly,42,"Black, NH",51.3,18.1,17,19.7,9999,9999,9999,9999,3.4,22.6,9999,9999,9999,9999,9999,9999
US,2023,12,Monthly,42,Hispanic,44.1,12.5,11.7,10.9,9999,9999,9999,9999,3,16.3,9999,9999,9999,9999,9999,9999
US,2023,12,Monthly,42,Missing,57.9,7.1,15,6.1,9999,9999,9999,9999,3.3,7.6,9999,9999,9999,9999,9999,9999
US,2023,12,Monthly,42,"Multiple/Other, NH",55.5,2.9,16.2,2.8,9999,9999,9999,9999,3.2,3.2,9999,9999,9999,9999,9999,9999
US,2023,12,Monthly,42,"NHOPI, NH",40.7,0.2,10.9,0.2,9999,9999,9999,9999,9999,0.2,9999,9999,9999,9999,9999,9999
US,2023,12,Monthly,42,"White, NH",59,57.1,18.5,58.6,9999,9999,9999,9999,2.6,48.2,9999,9999,9999,9999,9999,9999
US,2024,1,Monthly,41,"AIAN, NH",80.5,1.1,29.2,1.4,9999,9999,9999,9999,5.2,1.4,9999,9999,9999,9999,9999,9999
US,2024,1,Monthly,41,"Asian, NH",39.3,1,6.2,0.5,9999,9999,9999,9999,1.8,0.9,9999,9999,9999,9999,9999,9999
US,2024,1,Monthly,41,"Black, NH",50.3,17.3,16,18.9,9999,9999,9999,9999,3.3,22.3,9999,9999,9999,9999,9999,9999
US,2024,1,Monthly,41,Hispanic,45.1,12.6,11.4,11,9999,9999,9999,9999,2.9,15.6,9999,9999,9999,9999,9999,9999
US,2024,1,Monthly,41,Missing,58.8,6.9,15.1,6.1,9999,9999,9999,9999,3.1,7,9999,9999,9999,9999,9999,9999
US,2024,1,Monthly,41,"Multiple/Other, NH",61.8,3.1,16.3,2.8,9999,9999,9999,9999,2.8,2.7,9999,9999,9999,9999,9999,9999
US,2024,1,Monthly,41,"NHOPI, NH",43.2,0.2,15.1,0.2,9999,9999,9999,9999,9999,0.2,9999,9999,9999,9999,9999,9999
US,2024,1,Monthly,41,"White, NH",60.9,57.7,18.2,59.1,9999,9999,9999,9999,2.7,50,9999,9999,9999,9999,9999,9999
US,2024,2,Monthly,42,"AIAN, NH",80.2,1,28.2,1.3,9999,9999,9999,9999,5.1,1.2,9999,9999,9999,9999,9999,9999
US,2024,2,Monthly,42,"Asian, NH",36.8,0.9,5.8,0.5,9999,9999,9999,9999,1.7,0.8,9999,9999,9999,9999,9999,9999
US,2024,2,Monthly,42,"Black, NH",54.5,18.4,17,20.1,9999,9999,9999,9999,3.7,23.2,9999,9999,9999,9999,9999,9999
US,2024,2,Monthly,42,Hispanic,44.8,12.6,11,10.8,9999,9999,9999,9999,3.2,16.8,9999,9999,9999,9999,9999,9999
US,2024,2,Monthly,42,Missing,59,7.1,13.9,5.8,9999,9999,9999,9999,3,6.7,9999,9999,9999,9999,9999,9999
US,2024,2,Monthly,42,"Multiple/Other, NH",60,3.1,16,2.9,9999,9999,9999,9999,3.6,3.6,9999,9999,9999,9999,9999,9999
US,2024,2,Monthly,42,"NHOPI, NH",46.9,0.2,9.5,0.1,9999,9999,9999,9999,9999,0.4,9999,9999,9999,9999,9999,9999
US,2024,2,Monthly,42,"White, NH",61.6,56.6,18.1,58.4,9999,9999,9999,9999,2.8,47.4,9999,9999,9999,9999,9999,9999
US,2024,3,Monthly,43,"AIAN, NH",92.9,1.2,36.5,1.6,9999,9999,9999,9999,4.8,1.2,9999,9999,9999,9999,9999,9999
US,2024,3,Monthly,43,"Asian, NH",41.7,1.1,7.5,0.7,9999,9999,9999,9999,9999,0.6,9999,9999,9999,9999,9999,9999
US,2024,3,Monthly,43,"Black, NH",56.3,18.2,18,20,9999,9999,9999,9999,3.7,22.1,9999,9999,9999,9999,9999,9999
US,2024,3,Monthly,43,Hispanic,47,12.6,11.8,10.9,9999,9999,9999,9999,3.3,16.4,9999,9999,9999,9999,9999,9999
US,2024,3,Monthly,43,Missing,61.9,7.1,15.7,6.2,9999,9999,9999,9999,3.5,7.5,9999,9999,9999,9999,9999,9999
US,2024,3,Monthly,43,"Multiple/Other, NH",63,3.2,16.6,2.9,9999,9999,9999,9999,3.2,3,9999,9999,9999,9999,9999,9999
US,2024,3,Monthly,43,"NHOPI, NH",36.5,0.2,13.7,0.2,9999,9999,9999,9999,9999,0.2,9999,9999,9999,9999,9999,9999
US,2024,3,Monthly,43,"White, NH",63.3,56.4,18.9,57.6,9999,9999,9999,9999,3,49.1,9999,9999,9999,9999,9999,9999
US,2024,4,Monthly,43,"AIAN, NH",88.9,1.1,35.2,1.5,9999,9999,9999,9999,4.6,1.1,9999,9999,9999,9999,9999,9999
US,2024,4,Monthly,43,"Asian, NH",43.7,1.1,6.6,0.6,9999,9999,9999,9999,1.8,0.9,9999,9999,9999,9999,9999,9999
US,2024,4,Monthly,43,"Black, NH",59.9,19.1,18.8,21.1,9999,9999,9999,9999,3.6,22,9999,9999,9999,9999,9999,9999
US,2024,4,Monthly,43,Hispanic,48.2,12.8,11.5,10.7,9999,9999,9999,9999,3.2,16.6,9999,9999,9999,9999,9999,9999
US,2024,4,Monthly,43,Missing,63.6,7,15,5.8,9999,9999,9999,9999,3,6.3,9999,9999,9999,9999,9999,9999
US,2024,4,Monthly,43,"Multiple/Other, NH",63.6,3.1,18,3.1,9999,9999,9999,9999,3.1,3,9999,9999,9999,9999,9999,9999
US,2024,4,Monthly,43,"NHOPI, NH",43.5,0.2,12.9,0.2,9999,9999,9999,9999,9999,0.2,9999,9999,9999,9999,9999,9999
US,2024,4,Monthly,43,"White, NH",63.6,55.6,18.5,57,9999,9999,9999,9999,3,50.1,9999,9999,9999,9999,9999,9999
US,2024,5,Monthly,42,"AIAN, NH",100.9,1.3,36.4,1.6,9999,9999,9999,9999,6.7,1.6,9999,9999,9999,9999,9999,9999
US,2024,5,Monthly,42,"Asian, NH",36.3,0.9,4.6,0.4,9999,9999,9999,9999,1.6,0.8,9999,9999,9999,9999,9999,9999
US,2024,5,Monthly,42,"Black, NH",60.9,18.9,19.8,21.4,9999,9999,9999,9999,3.7,21.5,9999,9999,9999,9999,9999,9999
US,2024,5,Monthly,42,Hispanic,47,12.8,11.7,11.1,9999,9999,9999,9999,3.1,16.2,9999,9999,9999,9999,9999,9999
US,2024,5,Monthly,42,Missing,64.9,7.3,16.4,6.4,9999,9999,9999,9999,3.2,6.8,9999,9999,9999,9999,9999,9999
US,2024,5,Monthly,42,"Multiple/Other, NH",68.3,3.4,19.6,3.4,9999,9999,9999,9999,3.9,3.7,9999,9999,9999,9999,9999,9999
US,2024,5,Monthly,42,"NHOPI, NH",39,0.2,10.7,0.2,9999,9999,9999,9999,9999,0.3,9999,9999,9999,9999,9999,9999
US,2024,5,Monthly,42,"White, NH",63.7,55.2,18.4,55.6,9999,9999,9999,9999,3,49.2,9999,9999,9999,9999,9999,9999
US,2024,6,Monthly,42,"AIAN, NH",84.7,1.1,30.2,1.3,9999,9999,9999,9999,6.8,1.6,9999,9999,9999,9999,9999,9999
US,2024,6,Monthly,42,"Asian, NH",38.4,1,5.3,0.5,9999,9999,9999,9999,1.5,0.7,9999,9999,9999,9999,9999,9999
US,2024,6,Monthly,42,"Black, NH",62.5,19,20.7,21.4,9999,9999,9999,9999,4,22.8,9999,9999,9999,9999,9999,9999
US,2024,6,Monthly,42,Hispanic,49.4,13,12.8,11.3,9999,9999,9999,9999,3.2,15.5,9999,9999,9999,9999,9999,9999
US,2024,6,Monthly,42,Missing,64.8,7.3,17.2,6.5,9999,9999,9999,9999,3,6.3,9999,9999,9999,9999,9999,9999
US,2024,6,Monthly,42,"Multiple/Other, NH",67.3,3.2,20.8,3.4,9999,9999,9999,9999,3.6,3.2,9999,9999,9999,9999,9999,9999
US,2024,6,Monthly,42,"NHOPI, NH",47.7,0.2,13.1,0.2,9999,9999,9999,9999,9999,0.2,9999,9999,9999,9999,9999,9999
US,2024,6,Monthly,42,"White, NH",63.5,55.3,18.9,55.5,9999,9999,9999,9999,3.1,49.8,9999,9999,9999,9999,9999,9999
US,2024,7,Monthly,43,"AIAN, NH",83.7,1.1,29,1.3,9999,9999,9999,9999,6.3,1.4,9999,9999,9999,9999,9999,9999
US,2024,7,Monthly,43,"Asian, NH",39.9,1,5.9,0.5,9999,9999,9999,9999,1.8,0.8,9999,9999,9999,9999,9999,9999
US,2024,7,Monthly,43,"Black, NH",60.5,19.3,20.4,22.6,9999,9999,9999,9999,3.9,22.4,9999,9999,9999,9999,9999,9999
US,2024,7,Monthly,43,Hispanic,47.9,12.5,12.1,11,9999,9999,9999,9999,3.3,15.5,9999,9999,9999,9999,9999,9999
US,2024,7,Monthly,43,Missing,65,7.4,17,6.7,9999,9999,9999,9999,3.8,7.9,9999,9999,9999,9999,9999,9999
US,2024,7,Monthly,43,"Multiple/Other, NH",65,3.1,19.1,3.2,9999,9999,9999,9999,3.6,3.2,9999,9999,9999,9999,9999,9999
US,2024,7,Monthly,43,"NHOPI, NH",42.9,0.2,12.1,0.2,9999,9999,9999,9999,9999,0.1,9999,9999,9999,9999,9999,9999
US,2024,7,Monthly,43,"White, NH",61,55.4,17.3,54.5,9999,9999,9999,9999,3,48.7,9999,9999,9999,9999,9999,9999
US,2024,8,Monthly,43,"AIAN, NH",78.1,1,26.4,1.2,9999,9999,9999,9999,4.1,1,9999,9999,9999,9999,9999,9999
US,2024,8,Monthly,43,"Asian, NH",37.9,1,4.7,0.4,9999,9999,9999,9999,1.7,0.8,9999,9999,9999,9999,9999,9999
US,2024,8,Monthly,43,"Black, NH",57.9,18.8,18.8,22,9999,9999,9999,9999,3.8,22.7,9999,9999,9999,9999,9999,9999
US,2024,8,Monthly,43,Hispanic,47.7,12.6,11.7,11.2,9999,9999,9999,9999,3.5,16.9,9999,9999,9999,9999,9999,9999
US,2024,8,Monthly,43,Missing,66.5,7.6,15.8,6.6,9999,9999,9999,9999,3.5,7.4,9999,9999,9999,9999,9999,9999
